business_id,city,state,lat,long,price,checkins
Gw5POFxBRoJxN_ZYhk6lgQ,Charlotte,NC,35.089035,-80.8670549,1,52
LT0AgHTpDifuHSXgyLmJwg,Charlotte,NC,35.228193,-80.846592,1,81
RjQw9mIJPp6QJAOXJhihAw,Charlotte,NC,35.226433,-80.84468,0,4
5j704vZBOmW88yJLhnCOEA,Charlotte,NC,35.2246161,-80.8464246,2,125
USdRzNk14UdjZWFgBJb0wA,Charlotte,NC,35.231684,-80.8396379,4,17
ePP0Eqz8JKSbtdt2phiB4A,Charlotte,NC,35.23361,-80.840783,2,511
ASwN3Ih0Eh1oH0npLbzVjA,Charlotte,NC,35.2263469,-80.845804,1,142
Lt9o2RmacVY2L-IWLA8uTg,Charlotte,NC,35.2286502258,-80.845006058,4,125
gpCtDCSXIoQx70cq9itfNA,Charlotte,NC,35.2240131,-80.8464728,1,116
x_EAlTmVEbNCxeqTXeEJMQ,Charlotte,NC,35.2336634617,-80.8502645514,2,624
-6JY1T0w4XETux5kGOj84g,Charlotte,NC,35.228985,-80.839671,2,189
WuCcv_Dyd_1B_1-4jwK7sQ,Charlotte,NC,35.227987,-80.8414487,2,639
rT-iPtIXMKj3dTcl87lbOw,Charlotte,NC,35.2274789984,-80.8404318988,2,151
vIXUw1cLG84-m8LzOg3f-w,Charlotte,NC,35.2279912,-80.843388,2,118
6eOtk-hsb6uz_5FTsb4tkA,Charlotte,NC,35.2310911,-80.8381685,1,16
4glD2-evDFddHjQaEVpCPQ,Charlotte,NC,35.0952753,-80.7791381,2,58
ym9QwkmB5ZKTyj7q5huTDw,Charlotte,NC,35.2302318,-80.8394131,2,616
OkPX0a9PUrhr6oNgE_FB_w,Charlotte,NC,35.2244979,-80.84104,1,19
QMX1ssofSveU3qhVAKLnXA,Charlotte,NC,35.22533,-80.8461559,2,26
XzhsJecsCYj-Wc32zOWqmg,Charlotte,NC,35.2340477,-80.841786,1,8
9fxTX1uyyYF4ugx68AG2sg,Charlotte,NC,35.230158,-80.8473,2,41
utyqO_IVBAN8ULZmi52XaA,Charlotte,NC,35.225825,-80.846495,1,16
9XKIFRBT-UTglX3wBGPAAA,Charlotte,NC,35.2244979,-80.84104,1,12
Hlel9C7zYx7PFru5tOeiAA,Charlotte,NC,35.2172053,-80.8407079,0,52
frnJyUd335JCPDjKHc75OA,Charlotte,NC,35.223866,-80.844683,1,27
Heon0PS3J4RGmMa-VflCuA,Charlotte,NC,35.2265794,-80.8428142,1,134
sB0yyxeBcVhRxGd-lwR4yg,Charlotte,NC,35.2286559,-80.8416248,1,12
jbUu0Mtu9QUjyyeOn6RIHw,Charlotte,NC,35.2278411,-80.8394745,2,28
mpDxBBGywUE6GRRKja3sBA,Charlotte,NC,35.2273178,-80.8401304,2,931
HzZ3424aEgmElEP06l0KKA,Charlotte,NC,35.2254586,-80.8452366,1,11
6ICGve6UyGPuLaGrKQBVuw,Charlotte,NC,35.226995,-80.844191,1,37
NTfUFk8GyOLL1uPbEO-pVg,Charlotte,NC,35.224456,-80.84547,2,485
_CFgU43jk6pX1cm_Nc1vHw,Charlotte,NC,35.223805,-80.844616,1,8
qxaoJ2cd7-cvEPTmSgBAyA,Charlotte,NC,35.220527,-80.851151,3,80
e8kqqWU9247Nn5VAF5sDkQ,Charlotte,NC,35.227822,-80.8411478,1,91
SjsguOTm7kQ_B3QcfHH-3A,Charlotte,NC,35.2216474,-80.8393449,1,13
z24h6ZYnZiWjlDTuLXG9jw,Charlotte,NC,35.227822,-80.8411478,3,118
WYnveDiSEXLCeNkLZrXibQ,Charlotte,NC,35.2278131,-80.8414916,1,16
EwuvZCcVHkICgTbqCEjikA,Charlotte,NC,35.2283983,-80.8547192,2,96
6SxAOEXHzNjWQMQ9Nnos3A,Charlotte,NC,35.2278131,-80.8414916,2,93
kAid56AY_laxGYslMdsYJw,Charlotte,NC,35.2274621,-80.8388937,2,421
CC9ttbNktyxl9tRHkUG30w,Charlotte,NC,35.2335751,-80.8489878,2,36
CChwRoYVXA3QZulS8a6xOQ,Charlotte,NC,35.2283137726,-80.8419989013,3,395
nRdpk6Azj6CYkqPrH0Nr7A,Charlotte,NC,35.2250606,-80.8393335,0,220
t5l-H2KdY4MQgLDMENz9WQ,Charlotte,NC,35.2292799,-80.8424708,2,46
C9CF7p53Y0L5ErKRhhFhng,Charlotte,NC,35.2279912,-80.843388,3,45
7BVCmaxhvXgEpx7J-SQ4QA,Charlotte,NC,35.2279912,-80.843388,3,101
g-Q7G5Q2zHb1BqoF8pq-OA,Charlotte,NC,35.2260468097,-80.8530782034,0,932
b0QFCPXbG7k_TBexxs9fCQ,Charlotte,NC,35.2260468097,-80.8530782034,0,127
-R7uChoaVzwNvPNMT1gOuw,Charlotte,NC,35.22533,-80.8461559,1,43
jmzPbvE_02SzTAjwZCTgYA,Charlotte,NC,35.227736,-80.841435,2,369
nkNdTqpv1m5GBKx8xrpluw,Charlotte,NC,35.153939,-80.8317551,1,51
LUylwiKNsS7_iumytRgAmw,Charlotte,NC,35.176106,-80.799651,1,201
GK6RBUJUBScobbF1oE5iuw,Charlotte,NC,35.2269273,-80.8403808,3,24
TLrX4FECQDFz-E45TI_9ow,Charlotte,NC,35.227822,-80.8411478,3,52
eqA6QOl1VNgPI-_87CwRFQ,Charlotte,NC,35.225394,-80.84395,2,64
sW75uX0kxW9b03aFa5upnw,Charlotte,NC,35.23114,-80.848324,0,36
e5J3s-xxs1S6PPHJhldBEA,Charlotte,NC,35.2278411,-80.8394745,2,138
3rhh2kvu3F45jD_yCxdW6Q,Charlotte,NC,35.2273405,-80.8422396,1,208
DjnNu1sWHEJpNBnW7CSdzA,Charlotte,NC,35.22533,-80.8461559,0,16
5dn_3KLiTl2vVe8O91pJ6g,Charlotte,NC,35.223866,-80.844683,2,53
XeFNQqz5vVsVIcTjNuXcTw,Charlotte,NC,35.2277289,-80.837321,1,114
ZUdsjWHZVo38isY-xhLSMQ,Charlotte,NC,35.2273405,-80.8422396,0,33
qqVmZ3H7j06pcJFaSA4pcg,Charlotte,NC,35.230441,-80.838086,1,31
4-B5ou1FbGVjVEQd3FAoIA,Charlotte,NC,35.2340477,-80.841786,1,32
