business_id,city,state,lat,long,price,checkins
oCA2OZcd_Jo_ggVmUx3WVw,Phoenix,AZ,33.4448019849,-112.072117722,2,1321
tb24fvNJfHhyKEXkKn12Xw,Phoenix,AZ,33.4588421,-112.0609975,2,1351
XLqnjlLYt0_q_NG7l_BpMA,Phoenix,AZ,33.4739239,-111.9845036,2,2384
Mng1FUcW-xRSdsDkowQm2Q,Phoenix,AZ,33.510039,-112.0717311,3,1244
-AAig9FG0s8gYE4f8GfowQ,Phoenix,AZ,33.5006213,-112.0743113,2,1016
3xEB9FyFXolq1b_Qn_BFtg,Phoenix,AZ,33.4978019,-112.074054,2,1485
3UMcsN9IjoeV8JZvC4apag,Phoenix,AZ,33.5094995,-112.0687616,2,1353
ML1RJdeZ7bbfMrHvJ7m99A,Phoenix,AZ,33.5094801,-112.0601964,2,1250
AkOruz5CrCxUmXe1p_WoRg,Phoenix,AZ,33.5095292,-112.0609579,2,2510
c0RSs2KYK5Y-ZlSrNq9LyA,Phoenix,AZ,33.5373903,-112.0472679,2,1219
mOwAbR9_RgBQuFtr71UtzQ,Phoenix,AZ,33.523442,-112.04714,1,1144
5kRug3bEienrpovtPRVVwg,Phoenix,AZ,33.530335,-112.047101,2,1350
2r8jGeuYvMkyP2ik_X-Bxw,Phoenix,AZ,33.5100084468,-112.029651966,2,1120
Sy-hmzSH1OmWpHmAfZtxRA,Phoenix,AZ,33.5072229412,-112.037783065,2,1886
2h9LsLPdJ7OvZrYJZhVdAw,Phoenix,AZ,33.5109389274,-112.013510629,1,1181
zMa6YoEekpABg1HZnnTZdg,Phoenix,AZ,33.510034,-112.0241743,3,1505
R8VwdLyvsp9iybNqRvm94g,Phoenix,AZ,33.5023126257,-111.995752167,2,4631
SDwYQ6eSu1htn8vHWv128g,Phoenix,AZ,33.5021111,-111.9963386,2,3469
G9LwkTSdKOyOGqd5BbuIkA,Phoenix,AZ,33.545329,-112.043169,2,1023
hHE4OHAc8dONTV8QsGLbWg,Phoenix,AZ,33.599509,-111.97845,2,1009
0vzZ_Bcb02rJljeMU9XkBw,Phoenix,AZ,33.347684,-111.976156,2,1820
rDvz5jX65gpfONFu7er9Tw,Phoenix,AZ,33.3480616,-111.9820214,1,1584
-gefwOTDqW9HWGDvWBPSMQ,Phoenix,AZ,33.4503778,-112.0740091,2,1521
K8pM6qQdYu5h6buRE1-_sw,Phoenix,AZ,33.4355247,-112.0737901,2,2157
OVtSFFNohXIz9vdWDvbnEw,Phoenix,AZ,33.4794837,-112.1521682,1,1307
eFK2QePKvAowH-uX-0V4hQ,Phoenix,AZ,33.5089672,-112.0836101,1,1047
cVejKU_SrdbvzIbQ4oPV0A,Phoenix,AZ,33.4874748,-112.0830342,1,1003
Zy2vca7i9QFGRKa4m0C__A,Phoenix,AZ,33.5030184,-112.0999178,1,1488
DHk8is9rvfnATsW1AudWQg,Phoenix,AZ,33.6416138361,-112.117387241,2,1448
VVeogjZya58oiTxK7qUjAQ,Phoenix,AZ,33.4491602,-112.0656345,2,2051
cN6aBxe2mQvrQlzk26LyRQ,Phoenix,AZ,33.477222,-112.0733968,3,1096
1NZLxU5WvB5roPFzneAlLw,Phoenix,AZ,33.4789315,-112.0479163,2,1152
aRkYtXfmEKYG-eTDf_qUsw,Phoenix,AZ,33.500202,-112.0738985,2,7001
OFBJtqWGSx6n6CchtVmoRw,Phoenix,AZ,33.5100546,-112.0146413,2,1860
Zx8_4zKdDBSO3qGrkukBIA,Phoenix,AZ,33.6264211,-112.1002302,1,2208
V1nEpIRmEa1768oj_tuxeQ,Phoenix,AZ,33.45496,-112.079908,2,2524
EWMwV5V9BxNs_U6nNVMeqw,Phoenix,AZ,33.4916953,-112.0734977,2,2631
3oZcTGb_oDHGwZFiP-7kxQ,Phoenix,AZ,33.5112348,-111.9955879,2,2880
ntN85eu27C04nwyPa8IHtw,Phoenix,AZ,33.4566960574,-112.072327137,1,1118
yc5AH9H71xJidA_J2mChLA,Phoenix,AZ,33.509517,-112.061566,2,1132
zmFc8M-hS4uuyY0hklIpoQ,Phoenix,AZ,33.4587486,-112.0714986,2,1404
jCUOqEK8Lln0PK3GeUl6IQ,Phoenix,AZ,33.4974525,-112.083878,1,2076
rZbHg4ACfN3iShdsT47WKQ,Phoenix,AZ,33.5608568266,-112.116460423,2,3887
FUI-hWH_bpis7AKZTWenUQ,Phoenix,AZ,33.511677977,-112.065342366,2,1080
7SO_rX1F6rQEl-5s3wZxgQ,Phoenix,AZ,33.502429,-111.995512,2,2594
CgHcO651uEE3aalrkm4boQ,Phoenix,AZ,33.5101547,-111.9854311,3,1112
9BJ5h9X1krpXFjKj0a6wbg,Phoenix,AZ,33.5243311,-112.047508,2,2069
E3RjJH45EX6rHYDs0TYSRA,Phoenix,AZ,33.6409635847,-112.131531584,2,1083
FqzgT9Y-Yu7jiWdHnGW-kQ,Phoenix,AZ,33.494489,-111.995106,2,3268
ojjtPlnSmCX1zCzWL7JoNQ,Phoenix,AZ,33.4956423364,-111.989069135,2,1007
XWvht_1ZLdK7EHJ3jo4q0g,Phoenix,AZ,33.655566,-111.92641,2,1340
8cL7aJVKTYmLguzXEAS3Lw,Phoenix,AZ,33.676551,-111.971188,2,1685
pQ3kRVmttsV1bHxuTf7TAg,Phoenix,AZ,33.4582025,-112.0677337,1,1458
b3MaC7nWia6uYvJrP8iu1w,Phoenix,AZ,33.4560559,-112.0735385,2,1291
xmjv8g356v8Qo55ICjG8rg,Phoenix,AZ,33.305759,-111.993252,2,1082
2e3v5rl80j4pI3L2135xYg,Phoenix,AZ,33.4959632857,-112.019738197,2,1294
w19cemjVR8u02PgjFpJ7Mw,Phoenix,AZ,33.4954826,-111.9883722,2,1472
XekwNTzvzRFHIqMCs1Uznw,Phoenix,AZ,33.5163669,-112.0828795,1,1021
iLODjOOpTExF69CdGPkuuA,Phoenix,AZ,33.5810243,-111.9790689,2,1429
oyzxIqrtzu-8sWlPhJVsLw,Phoenix,AZ,33.5968321488,-112.036198483,1,1074
uKSX1n1RoAzGq4bV8GPHVg,Phoenix,AZ,33.5089938,-112.0712734,2,2957
RHYJho19op3wdNfJOFUR0A,Phoenix,AZ,33.6711309766,-112.028167248,2,1178
